Gender,Age,Height,Weight,family_history_with_overweight,FAVC,FCVC,NCP,CAEC,SMOKE,CH2O,SCC,FAF,TUE,CALC,MTRANS,y
Male,27.63264114609717,1.877387540629749,125.7387540629749,yes,no,2.4734717707805656,3.0,Sometimes,yes,1.946943541561132,no,1.4734717707805656,0.0,Sometimes,Public_Transportation,Obesity_Type_II
Male,19.687125914657827,1.7537425182931563,54.68712591465783,yes,yes,2.0,3.843562957328914,Sometimes,no,2.843562957328914,no,1.687125914657828,2.0,no,Public_Transportation,Insufficient_Weight
Male,19.78061134056824,1.823258952310084,159.42283852816715,yes,yes,3.0,3.0,Frequently,no,2.2225764175710303,no,1.554847164857939,0.7774235824289695,Sometimes,Motorbike,Obesity_Type_III
Female,22.350036069222234,1.610501082076667,82.35003606922224,yes,yes,1.7000721384444697,1.0,Sometimes,no,2.350036069222235,no,0.3500360692222348,2.0,Sometimes,Public_Transportation,Obesity_Type_I
Male,24.02268479772188,1.7909073919088752,120.51134239886092,yes,no,2.511342398860938,3.0,Sometimes,no,2.511342398860938,no,2.0,0.4886576011390622,Sometimes,Walking,Obesity_Type_II
Male,22.0,1.7,66.4,yes,no,2.0,3.0,Frequently,no,2.0,no,0.0,0.0,no,Public_Transportation,Normal_Weight
Male,24.0,1.742650472773368,84.14699054453264,no,yes,2.85300945546736,3.0,no,no,2.14699054453264,yes,0.8530094554673601,0.1469905445326399,Sometimes,Public_Transportation,Overweight_Level_II
Female,39.39205959334995,1.5348014898337488,61.39205959334995,yes,no,2.696029796674973,2.392059593349946,Frequently,no,2.696029796674973,no,0.0,0.0,Sometimes,Automobile,Overweight_Level_I
Male,27.0,1.6748239962543323,78.0,no,yes,2.58039993757221,2.16079987514442,Sometimes,no,2.58039993757221,no,0.5803999375722101,0.5803999375722101,Frequently,Motorbike,Overweight_Level_II
Male,21.47170231604739,1.778867814203756,146.52826984013865,yes,yes,3.0,3.0,Frequently,no,2.433962789505924,no,1.1320744209881526,0.5660372104940763,Sometimes,Motorbike,Obesity_Type_III
Female,20.48153723550841,1.522592313822458,42.0,no,no,2.7407686177542043,1.5184627644915911,Frequently,no,1.0,no,0.5184627644915911,0.0,Sometimes,Public_Transportation,Insufficient_Weight
Female,18.0,1.58,48.0,no,yes,2.0,3.0,Sometimes,no,2.0,no,1.0,0.0,no,Public_Transportation,Normal_Weight
Male,17.0,1.8,68.0,yes,no,2.0,3.0,Sometimes,no,1.0,no,2.0,1.0,Sometimes,Public_Transportation,Normal_Weight
Male,18.749757101835403,1.757497571018354,79.2502428981646,yes,yes,2.0,3.0,Frequently,no,2.749757101835405,no,0.7497571018354047,1.4995142036708091,Frequently,Public_Transportation,Overweight_Level_I
Female,26.0,1.5960345095205268,105.60345095205268,yes,yes,3.0,3.0,Sometimes,yes,1.7206901904105365,no,0.0,0.6396549047947317,Sometimes,Motorbike,Obesity_Type_III
Male,25.71805418047739,1.8396619866175048,105.0,yes,yes,3.0,3.0,Frequently,no,2.906018060159131,no,1.906018060159131,1.812036120318262,Sometimes,Public_Transportation,Obesity_Type_I
Male,34.1640198794878,1.7031215903590236,84.1640198794878,yes,no,2.1640198794877943,3.0,Sometimes,no,3.0,no,2.0,0.1640198794877941,no,Automobile,Overweight_Level_II
Male,22.817426646427734,1.7445643338393066,105.0,yes,yes,2.9087133232138664,3.0,Sometimes,no,1.9087133232138664,no,0.9087133232138664,0.0,Sometimes,Public_Transportation,Obesity_Type_I
Male,37.09804064049814,1.8090195935950184,90.95097967975092,no,no,2.0,1.6339864531672863,Sometimes,no,1.683006773416357,no,0.3169932265836431,0.3169932265836431,Sometimes,Public_Transportation,Overweight_Level_II
Male,21.548901044903587,1.7741849825849405,117.09780208980716,yes,yes,2.0,3.0,Sometimes,yes,2.0,no,1.0326006966023906,1.0,Sometimes,Public_Transportation,Obesity_Type_II
Male,21.0,1.71,75.0,no,no,2.0,3.0,Frequently,no,3.0,yes,3.0,1.0,Frequently,Automobile,Overweight_Level_I
Female,19.340803540253017,1.6068160708050605,45.0,no,no,3.0,3.0,Sometimes,no,2.3183929194939643,yes,1.6591964597469822,0.0,no,Walking,Insufficient_Weight
Male,24.044486520109608,1.7917794608043844,120.5222432600548,yes,no,2.5222432600548044,3.0,Sometimes,no,2.5222432600548044,no,2.0,0.4777567399451956,Sometimes,Walking,Obesity_Type_II
Female,16.85510512790878,1.6014489487209125,65.0,no,yes,2.710210255817554,1.0,Sometimes,no,2.0,yes,0.8551051279087769,1.7102102558175538,Sometimes,Public_Transportation,Overweight_Level_I
Male,24.291557282371805,1.833542213588141,121.7084427176282,yes,no,3.0,2.645778641185902,Sometimes,no,2.645778641185902,no,1.645778641185902,0.0,Sometimes,Walking,Obesity_Type_II
Female,37.0,1.68,83.0,yes,yes,2.0,1.0,Sometimes,no,2.0,no,0.0,0.0,no,Automobile,Overweight_Level_II
Male,26.0,1.75,80.0,yes,yes,3.0,1.0,Frequently,yes,2.0,yes,2.0,0.0,Sometimes,Public_Transportation,Overweight_Level_I
Male,33.91486439022045,1.6925540682933864,83.91486439022044,yes,no,2.0,2.829728780440897,Sometimes,no,2.9148643902204485,no,2.0851356097795515,0.0,no,Automobile,Overweight_Level_II
Female,26.08261141209024,1.523801273281031,64.48757958006445,yes,no,2.0,1.0,Sometimes,no,1.7024840839871094,no,0.2975159160128907,0.0,no,Public_Transportation,Overweight_Level_II
Male,24.985606511370243,1.700719674431488,83.01439348862975,yes,yes,2.014393488629756,3.0,Frequently,no,2.0,no,0.0143934886297558,0.985606511370244,Sometimes,Public_Transportation,Overweight_Level_II
Female,26.0,1.6580331583716046,111.80331583716044,yes,no,3.0,3.0,Sometimes,no,2.960663167432092,no,0.0,0.0196684162839543,no,Automobile,Obesity_Type_III
Male,17.080968335742664,1.789190316642573,56.94602110950489,yes,yes,2.0,4.0,Frequently,no,2.0269894452475543,no,2.0,1.0269894452475543,no,Public_Transportation,Insufficient_Weight
Male,17.0,1.67,60.0,no,no,2.0,4.0,Always,no,2.0,no,0.0,2.0,no,Public_Transportation,Normal_Weight
Male,41.0,1.75,111.5721525569212,yes,no,2.0,1.3930381392303028,Sometimes,no,1.1965190696151513,no,0.8034809303848486,0.0,Frequently,Automobile,Obesity_Type_II
Female,21.50748230618113,1.7398503538763772,78.50748230618113,yes,yes,2.0,1.985035387637728,Sometimes,no,2.0,no,0.5074823061811361,0.9850353876377278,Sometimes,Public_Transportation,Overweight_Level_I
Female,23.0,1.6,78.0,yes,yes,2.0,1.0,Sometimes,yes,2.0,no,1.0,0.0,Frequently,Public_Transportation,Obesity_Type_I
Female,40.0,1.58,63.0,no,yes,2.0,3.0,Frequently,no,2.0,no,3.0,1.0,Sometimes,Public_Transportation,Overweight_Level_I
Female,21.264928956196115,1.6,67.47014208760777,yes,yes,2.264928956196114,3.0,Sometimes,no,2.735071043803886,no,1.5298579123922285,0.0,Sometimes,Motorbike,Overweight_Level_I
Male,23.0,1.65,95.0,yes,yes,2.0,3.0,Always,no,2.0,no,0.0,1.0,Frequently,Automobile,Obesity_Type_I
Female,27.931546249563475,1.6131051541652115,46.31051541652116,yes,no,2.262103083304232,3.262103083304232,Sometimes,no,2.0,no,0.7378969166957685,0.0,no,Public_Transportation,Insufficient_Weight
Male,24.712979682376645,1.818519187295066,120.85648984118832,yes,no,2.8564898411883224,3.0,Sometimes,no,2.8564898411883224,no,2.0,0.1435101588116777,Sometimes,Walking,Obesity_Type_II
Male,20.76998554660166,1.65,80.0,yes,no,2.0,3.0,Sometimes,no,2.0,no,1.7699855466016603,2.0,no,Walking,Overweight_Level_II
Female,25.55401277700134,1.6717071646037147,115.4006525753648,yes,no,3.0,3.0,Sometimes,no,2.9442515971251675,no,0.1114968057496652,0.0557484028748326,no,Automobile,Obesity_Type_III
Female,19.0,1.54,42.0,no,yes,3.0,1.0,Sometimes,no,2.0,no,0.0,1.0,no,Public_Transportation,Insufficient_Weight
Female,22.601495265602622,1.6180448579680788,82.60149526560262,yes,no,2.202990531205253,1.0,Sometimes,yes,2.6014952656026264,no,0.6014952656026266,2.0,Sometimes,Public_Transportation,Obesity_Type_I
Male,17.752269010498843,1.7247730989501158,50.0,no,yes,1.495461979002315,3.247730989501157,Frequently,no,1.0,no,2.0,1.0,Sometimes,Public_Transportation,Insufficient_Weight
Female,23.50799920612293,1.7254150208392731,131.00150605331265,yes,no,3.0,3.0,Sometimes,no,2.6884999007653665,no,0.6230001984692672,0.3115000992346336,no,Bike,Obesity_Type_III
Male,18.849387236557124,1.7462346809139282,99.84938723655712,yes,yes,2.0,3.0,Frequently,no,2.0,no,1.8493872365571256,0.0753063817214372,no,Public_Transportation,Obesity_Type_I
Male,19.89308461596871,1.7966429711312124,156.19887403327766,yes,yes,3.0,3.0,Frequently,no,1.763364423003911,no,1.526728846007822,1.0,Sometimes,Public_Transportation,Obesity_Type_III
Male,27.84343971800765,1.6653031915402294,78.0,yes,yes,2.421719859003826,1.843439718007652,Sometimes,no,1.578280140996174,no,0.843439718007652,0.421719859003826,Frequently,Automobile,Overweight_Level_II
Male,19.10999465818244,1.8642993055637165,116.09994658182434,no,no,2.0,3.0,Sometimes,no,3.0,yes,1.0,1.8900053418175664,no,Public_Transportation,Obesity_Type_I
Male,24.88394574262165,1.809078010562794,105.0,yes,yes,3.0,3.0,Frequently,no,2.6279819142072167,no,1.6279819142072167,1.2559638284144337,Sometimes,Public_Transportation,Obesity_Type_I
Female,38.577478512738026,1.68,81.42252148726197,no,no,2.5258261709126746,2.0516523418253496,Sometimes,no,2.5258261709126746,no,0.0,0.0,no,Automobile,Overweight_Level_II
Female,19.97348868945837,1.6415906786324972,49.02651131054162,no,no,2.946977378916756,3.026511310541622,Sometimes,yes,1.973488689458378,no,2.0,1.0,Sometimes,Automobile,Insufficient_Weight
Female,23.41734673906385,1.7277946480995738,131.69273111463812,yes,no,3.0,3.0,Sometimes,no,2.677168342382981,no,0.6456633152340365,0.3228316576170182,no,Bike,Obesity_Type_III
Male,39.24505597294589,1.7824505597294589,96.36758395941884,yes,no,2.0,3.0,Sometimes,no,2.877472013527053,no,1.1225279864729472,0.122527986472947,Frequently,Automobile,Obesity_Type_I
Male,21.169675428170383,1.8415162285914808,124.57581142957405,yes,yes,2.915162285914808,1.1696754281703838,Always,no,1.084837714085192,no,0.1696754281703838,0.0848377140851919,Sometimes,Public_Transportation,Obesity_Type_II
Male,26.239474215354072,1.810140343795279,86.74649140511802,no,no,2.7464914051180243,2.4929828102360485,Frequently,no,2.0,no,2.0,0.2535085948819758,Frequently,Walking,Overweight_Level_I
Female,20.0,1.58,53.5,yes,yes,2.0,1.0,Frequently,no,2.0,no,1.0,1.0,Sometimes,Public_Transportation,Normal_Weight
Male,20.091047222985804,1.7169701574099527,75.0,no,yes,2.302984259004732,3.0,Sometimes,no,1.302984259004732,no,1.0,0.0,no,Public_Transportation,Overweight_Level_I
Male,19.575641557304927,1.7571217922134754,78.71217922134754,yes,yes,2.0,3.0,Frequently,no,2.712179221347536,no,0.7121792213475359,2.0,Frequently,Public_Transportation,Overweight_Level_I
Male,28.50983438628852,1.721255694043501,106.33737066789637,yes,yes,1.5960662454845933,3.2980331227422965,Sometimes,yes,1.7019668772577037,yes,0.5960662454845933,0.0,Sometimes,Bike,Obesity_Type_II
Male,19.52582617091268,1.918357402218648,120.25826170912674,yes,yes,2.0,3.0,Frequently,no,3.0,no,1.0,1.4741738290873252,Sometimes,Public_Transportation,Obesity_Type_I
Female,26.0,1.6347718773897413,109.47718773897414,yes,no,3.0,3.0,Sometimes,no,2.495437547794828,no,0.0,0.2522812261025861,no,Bike,Obesity_Type_III
Male,22.93975765341528,1.753012117329236,120.1506058664618,yes,yes,2.030121173292361,2.939757653415278,Sometimes,yes,1.969878826707639,no,1.939757653415278,0.969878826707639,Sometimes,Public_Transportation,Obesity_Type_II
Female,19.170694929987537,1.76,79.82930507001247,yes,yes,2.085347464993768,1.0,Sometimes,no,2.914652535006232,no,3.0,0.914652535006232,no,Public_Transportation,Overweight_Level_I
Male,20.523099287014976,1.822563357099501,104.174366429005,yes,no,2.174366429004992,3.0,Sometimes,no,2.8256335709950084,no,2.651267141990017,0.0,no,Motorbike,Obesity_Type_I
Female,22.155124689030547,1.6,81.37950124387781,yes,yes,1.155124689030545,1.0,Sometimes,no,2.0,no,0.1551246890305454,1.6897506219389091,Sometimes,Public_Transportation,Obesity_Type_I
Male,20.978905520555127,1.65,80.0,yes,no,2.0,3.0,Sometimes,no,2.0,no,1.978905520555126,2.0,no,Walking,Overweight_Level_II
Female,27.35380558887005,1.6111793519629003,46.11793519629001,yes,no,2.223587039258004,3.223587039258004,no,no,2.0,no,0.7764129607419968,0.0,no,Public_Transportation,Insufficient_Weight
Male,20.0,1.8,85.0,yes,no,2.0,3.0,Sometimes,no,3.0,no,2.0,1.0,Sometimes,Public_Transportation,Overweight_Level_I
Female,20.0,1.63,64.0,yes,yes,1.0,3.0,Always,no,2.0,no,0.0,2.0,no,Automobile,Normal_Weight
Female,25.0,1.57,55.0,no,yes,2.0,1.0,Sometimes,no,2.0,no,2.0,0.0,Sometimes,Public_Transportation,Normal_Weight
Female,22.27357746637236,1.5172642253362765,64.15094835575175,yes,no,2.0,2.150948355751758,Sometimes,no,1.424525822124121,no,0.0,0.575474177875879,no,Public_Transportation,Overweight_Level_II
Male,20.08714898673372,1.81521233909824,157.08548897615546,yes,yes,3.0,3.0,Frequently,no,2.260893623341714,no,1.478212753316572,0.739106376658286,Sometimes,Motorbike,Obesity_Type_III
Female,21.0,1.72,66.5,yes,yes,3.0,4.0,Always,no,3.0,no,0.0,2.0,no,Public_Transportation,Normal_Weight
Male,24.977589379240943,1.8397758937924096,105.68160708050604,yes,yes,2.6591964597469824,3.0,Frequently,no,3.0,no,1.3183929194939643,1.6591964597469822,Sometimes,Public_Transportation,Obesity_Type_I
Male,21.759556111927544,1.771311652061902,144.33338464655247,yes,yes,3.0,3.0,Frequently,no,2.469944513990943,no,1.060110972018114,0.530055486009057,Sometimes,Motorbike,Obesity_Type_III
Male,31.981010284001343,1.7500949485799933,119.9240411360054,yes,no,2.9810102840013464,3.0,Sometimes,no,2.990505142000673,no,0.0,1.9810102840013464,no,Automobile,Obesity_Type_II
Male,27.25586780824546,1.6868231415532122,106.74041329913712,yes,yes,1.9147107305848468,2.085289269415153,no,yes,1.5426446347075766,yes,0.0,0.9147107305848468,Frequently,Bike,Obesity_Type_II
Female,26.0,1.6245103362030564,108.45103362030564,yes,no,3.0,3.0,Sometimes,no,2.2902067240611297,no,0.0,0.3548966379694351,no,Bike,Obesity_Type_III
Female,22.54922666470612,1.6164767999411835,82.0,yes,yes,1.5492266647061204,1.0,Sometimes,no,2.0,no,0.0,0.9015466705877592,no,Public_Transportation,Obesity_Type_I
Female,31.0,1.58,68.0,yes,no,2.0,1.0,Sometimes,no,1.0,no,1.0,0.0,Sometimes,Public_Transportation,Overweight_Level_II
Male,20.801810538857893,1.7614298416192566,148.13393146763622,yes,yes,3.0,3.0,Frequently,no,1.6497736826427634,no,1.2995473652855267,1.0,Sometimes,Public_Transportation,Obesity_Type_III
Male,19.74963159623038,1.8022017756460729,157.4720195834554,yes,yes,3.0,3.0,Frequently,no,1.7812960504712023,no,1.562592100942405,1.0,Sometimes,Public_Transportation,Obesity_Type_III
Male,56.0,1.79,90.0,yes,no,2.0,3.0,Sometimes,yes,2.0,no,1.0,0.0,Frequently,Automobile,Overweight_Level_II
Female,17.644871276315435,1.7677564361842282,50.0,no,yes,2.355128723684565,4.0,Frequently,no,1.0,no,2.0,1.0,Sometimes,Public_Transportation,Insufficient_Weight
Male,33.72038128282252,1.738009532070563,83.72038128282253,yes,yes,2.360190641411263,1.7203812828225258,Sometimes,no,2.360190641411263,no,2.639809358588737,0.3601906414112629,Sometimes,Automobile,Overweight_Level_II
Male,18.0,1.75,85.0,yes,no,2.0,3.0,Sometimes,no,3.0,no,1.0,0.0,Sometimes,Public_Transportation,Overweight_Level_II
Female,26.0,1.5779573156228732,103.79573156228732,yes,yes,3.0,3.0,Sometimes,yes,1.359146312457464,no,0.0,0.8204268437712681,Sometimes,Motorbike,Obesity_Type_III
Male,23.0,1.77,60.0,yes,yes,3.0,1.0,Sometimes,no,1.0,no,1.0,1.0,Sometimes,Public_Transportation,Normal_Weight
Female,20.89204655517712,1.6,67.67613966553134,yes,yes,2.1079534448228867,3.0,Sometimes,no,2.8920465551771133,no,0.8920465551771133,0.0,Sometimes,Public_Transportation,Overweight_Level_I
Male,20.0795989028341,1.7894155425151788,154.54355973734735,yes,yes,3.0,3.0,Frequently,no,1.7400501371457373,no,1.4801002742914746,1.0,Sometimes,Public_Transportation,Obesity_Type_III
Female,23.0,1.6194889869714164,80.59853159618886,yes,yes,2.0,1.0,Sometimes,no,2.0,no,0.3503671009527853,0.0,Sometimes,Public_Transportation,Obesity_Type_I
Female,16.71898230243951,1.6135949115121977,66.07847345365927,yes,yes,1.3594911512197552,1.0,Sometimes,no,1.6405088487802448,no,0.0,0.7189823024395103,no,Public_Transportation,Overweight_Level_I
Female,27.3279900906623,1.6905277423572198,101.84636234451676,no,no,2.06880396373508,3.53440198186754,Frequently,no,1.4655980181324602,no,1.0688039637350797,0.0,Sometimes,Motorbike,Obesity_Type_II
Male,20.0,1.65,80.0,yes,no,2.0,3.0,Sometimes,no,2.0,no,1.0,2.0,no,Walking,Overweight_Level_II
Male,31.62524132852545,1.8270873554754243,92.08349421901696,yes,yes,2.0,3.0,Sometimes,no,1.4582528904915166,no,0.5417471095084834,0.5417471095084834,Sometimes,Walking,Overweight_Level_II
Female,24.0,1.5,63.0,yes,no,2.0,1.0,Sometimes,no,2.0,no,0.0,0.0,no,Public_Transportation,Overweight_Level_II
Male,27.142377296920458,1.7,78.0,no,yes,3.0,3.0,Sometimes,no,2.8576227030795422,no,1.0711886484602289,1.0,Frequently,Public_Transportation,Overweight_Level_II
Male,23.0,1.7,69.0,no,yes,3.0,1.0,Frequently,no,1.0,no,2.0,1.0,Sometimes,Public_Transportation,Normal_Weight
Male,29.4819711598502,1.9159708867988348,129.71220619991678,yes,no,2.0575587600166445,2.8848824799667114,Sometimes,yes,1.0,no,0.9424412399833556,0.0,Sometimes,Public_Transportation,Obesity_Type_II
Female,23.0,1.7472609133372266,55.17827400116799,no,no,2.7260913337226613,3.0,Frequently,no,1.7260913337226615,no,2.2739086662773387,0.5478173325546769,Sometimes,Public_Transportation,Insufficient_Weight
Male,19.357439231164523,1.817399229792375,160.95272682341485,yes,yes,3.0,3.0,Frequently,no,1.8303200961044344,no,1.660640192208869,1.0,Sometimes,Public_Transportation,Obesity_Type_III
Female,24.52582617091268,1.6157747851273805,96.55630371815494,no,no,3.0,2.5774785127380246,Frequently,no,1.0,no,1.0516523418253496,0.9483476581746504,no,Public_Transportation,Obesity_Type_II
Female,19.264928956196115,1.5538436060576504,42.794786868588346,no,no,2.264928956196114,3.0,Sometimes,no,1.0,yes,1.735071043803886,0.0,Frequently,Public_Transportation,Insufficient_Weight
Female,23.0,1.63,83.0,yes,no,3.0,1.0,Sometimes,yes,3.0,no,1.0,2.0,Sometimes,Public_Transportation,Obesity_Type_I
Male,43.05915036896739,1.6922366014758694,83.67098044276086,no,yes,3.0,3.0,Frequently,no,1.7763398524130438,no,0.0,0.0,no,Automobile,Overweight_Level_II
Male,20.454383210684064,1.6818068247478846,80.0,yes,no,2.0,3.0,Sometimes,no,2.0,no,1.454383210684065,1.545616789315935,no,Walking,Overweight_Level_II
Female,22.0,1.73,79.0,yes,yes,2.0,1.0,Sometimes,no,2.0,no,1.0,0.0,Sometimes,Public_Transportation,Overweight_Level_I
Female,26.0,1.6036335831606556,106.36335831606556,yes,yes,3.0,3.0,Sometimes,yes,1.872671663213112,no,0.0,0.563664168393444,Sometimes,Motorbike,Obesity_Type_III
Female,19.069242674396435,1.5362318406956792,42.2077280231893,no,no,2.069242674396435,3.0,Sometimes,no,1.0,yes,1.9307573256035648,0.0,Frequently,Public_Transportation,Insufficient_Weight
Male,25.46768136866083,1.8446768136866083,105.35487908755944,yes,yes,2.8225604562202773,3.0,Frequently,no,3.0,no,1.6451209124405544,1.8225604562202773,Sometimes,Public_Transportation,Obesity_Type_I
Male,41.0,1.75,110.0,yes,no,2.0,1.0,Sometimes,no,1.0,no,1.0,0.0,Frequently,Automobile,Obesity_Type_II
Female,22.548162269999665,1.693758712037513,132.63505985375295,yes,yes,3.0,3.0,Sometimes,yes,1.4314797162500417,no,0.8629594325000833,1.0,Sometimes,Public_Transportation,Obesity_Type_III
Female,21.0,1.6059268428123996,68.59268428123995,yes,yes,2.0,2.407315718760048,Sometimes,no,3.0,no,1.0,0.0,Sometimes,Public_Transportation,Overweight_Level_I
Male,23.0,1.7942042051163511,90.0,yes,yes,1.2897897441824462,3.0,Always,no,1.855105127908777,no,0.0,1.7102102558175538,Frequently,Public_Transportation,Overweight_Level_II
Male,20.654007076432222,1.716445123837564,92.99050530732416,yes,yes,1.6635017691080558,3.0,Sometimes,no,1.6635017691080558,no,0.0,0.3364982308919442,Sometimes,Public_Transportation,Obesity_Type_I
Male,26.84176488703129,1.8954359491213544,128.24542493723962,yes,no,2.3509150125520786,2.298169974895843,Frequently,yes,1.0,no,0.6490849874479213,0.0,Sometimes,Public_Transportation,Obesity_Type_II
Male,41.0,1.8,99.0,no,yes,2.0,3.0,Sometimes,no,2.0,no,2.0,1.0,Frequently,Automobile,Obesity_Type_I
Male,31.23170019610444,1.753841499019478,116.92680078441774,yes,no,2.231700196104433,3.0,Sometimes,no,2.615850098052217,no,0.0,1.231700196104433,Sometimes,Automobile,Obesity_Type_II
Male,17.69912169018323,1.8249560845091617,59.09736507054969,yes,yes,2.6991216901832304,4.0,Sometimes,no,2.0,yes,2.0,0.3008783098167696,Sometimes,Bike,Insufficient_Weight
Male,21.122958172417,1.795508167310332,113.7754083655166,yes,yes,1.8877041827583,3.0,Frequently,no,2.0,no,0.0,0.8877041827582998,no,Public_Transportation,Obesity_Type_II
Male,23.0,1.75,75.0,no,yes,2.0,3.0,Sometimes,no,2.0,no,1.0,0.0,Frequently,Public_Transportation,Normal_Weight
Male,26.0,1.9,80.0,yes,yes,2.0,3.0,Frequently,no,1.0,yes,1.0,0.0,Sometimes,Automobile,Normal_Weight
Female,24.44319873754165,1.6132959621262497,97.17600946843764,yes,yes,3.0,2.3295962126249496,Frequently,no,1.0,no,0.8863974750832997,1.1136025249167003,Sometimes,Public_Transportation,Obesity_Type_II
Female,18.0,1.64,59.0,yes,yes,2.0,3.0,Sometimes,no,1.0,no,1.0,1.0,Sometimes,Public_Transportation,Normal_Weight
Female,17.0,1.58,50.0,no,yes,1.0,4.0,Frequently,no,2.0,no,1.0,2.0,Sometimes,Public_Transportation,Normal_Weight
Male,19.0,1.88,79.0,no,no,2.0,3.0,Sometimes,no,3.0,no,3.0,0.0,Sometimes,Automobile,Normal_Weight
Male,29.707324043882625,1.7523904251409483,110.88783136675396,yes,yes,1.1170703824469497,3.058535191223475,no,yes,1.9414648087765247,yes,0.1170703824469496,0.0,Frequently,Automobile,Obesity_Type_II
Female,21.96405772620325,1.7307188454759348,78.96405772620327,yes,yes,2.0,1.0718845475934842,Sometimes,no,2.0,no,0.964057726203258,0.0718845475934841,Sometimes,Public_Transportation,Overweight_Level_I
Male,22.0,1.72,68.0,yes,yes,2.0,3.0,Sometimes,no,2.0,no,1.0,1.0,no,Public_Transportation,Normal_Weight
Female,27.32202901325563,1.7,73.33898549337218,yes,no,2.0,3.0,Frequently,no,2.0,yes,1.8305072533139075,0.0,Sometimes,Public_Transportation,Overweight_Level_I
Male,25.0,1.7,83.0,no,yes,3.0,3.0,Sometimes,no,3.0,yes,3.0,0.0,no,Motorbike,Overweight_Level_II
Male,19.60690227533324,1.599654886233338,74.78619544933352,no,no,3.0,3.0,Frequently,no,2.3930977246667604,no,2.60690227533324,1.0,Sometimes,Motorbike,Overweight_Level_II
Male,34.886526478759414,1.7609221183007528,84.88652647875941,yes,no,2.8865264787594107,3.0,Frequently,no,3.0,no,2.0,0.8865264787594109,Sometimes,Automobile,Overweight_Level_II
Female,27.0,1.55,62.0,no,yes,3.0,1.0,Sometimes,no,1.0,no,1.0,0.0,Sometimes,Public_Transportation,Overweight_Level_I
Male,18.0,1.7,55.3,yes,yes,3.0,3.0,Sometimes,no,2.0,no,3.0,0.0,Sometimes,Public_Transportation,Normal_Weight
Female,18.0,1.6,56.0,yes,yes,2.0,1.0,Always,no,2.0,no,1.0,0.0,Sometimes,Walking,Normal_Weight
Male,20.0,1.6,56.0,no,yes,2.0,3.0,Sometimes,no,2.0,no,1.0,0.0,Sometimes,Public_Transportation,Normal_Weight
Male,17.0,1.62,69.0,yes,yes,3.0,1.0,Always,no,2.0,yes,1.0,2.0,Sometimes,Public_Transportation,Overweight_Level_I
Female,21.0,1.61,54.5,yes,yes,3.0,3.0,Sometimes,no,3.0,no,0.0,1.0,Sometimes,Walking,Normal_Weight
Female,22.7627509125032,1.622882527375096,82.0,yes,yes,1.7627509125032,1.0,Sometimes,no,2.0,no,0.0,0.4744981749936001,no,Public_Transportation,Obesity_Type_I
Male,23.0,1.8,90.0,yes,yes,1.0,3.0,Always,no,2.0,no,0.0,2.0,Frequently,Public_Transportation,Overweight_Level_II
Female,26.43089511009612,1.5728184148317317,79.71273659326926,no,yes,2.0,1.0,Sometimes,no,2.0,no,0.0,0.0,no,Bike,Obesity_Type_I
Female,21.826705679929155,1.6838635456056676,50.0,yes,no,3.0,3.1732943200708457,no,no,2.6534113598583087,yes,1.8267056799291543,0.8267056799291542,Sometimes,Public_Transportation,Insufficient_Weight
Male,41.0,1.75,111.49760346193996,yes,no,2.0,1.3744008654849948,Sometimes,no,1.1872004327424974,no,0.8127995672575026,0.0,Frequently,Automobile,Obesity_Type_II
Male,22.85447398727161,1.7572763006364194,120.36381503182096,yes,yes,2.0727630063641937,2.854473987271613,Sometimes,yes,1.9272369936358065,no,1.854473987271613,0.9272369936358064,Sometimes,Public_Transportation,Obesity_Type_II
Female,24.15851785406756,1.631357433154882,118.34315404515044,yes,yes,3.0,3.0,Sometimes,yes,1.2301852682415553,no,0.4603705364831105,1.0,Sometimes,Public_Transportation,Obesity_Type_III
Male,18.103082508219263,1.7789691749178074,56.26461166118716,yes,yes,2.0,4.0,Frequently,no,2.3676941694064206,no,2.0,1.3676941694064206,no,Public_Transportation,Insufficient_Weight
Male,30.74031740051089,1.7562984129974455,114.96126960204356,yes,yes,1.7403174005108888,3.0,no,yes,2.3701587002554443,yes,0.0,0.7403174005108888,Sometimes,Automobile,Obesity_Type_II
Male,18.0,1.7,78.0,no,yes,1.0,3.0,Sometimes,no,2.0,no,0.0,1.0,Sometimes,Public_Transportation,Overweight_Level_II
Male,18.0,1.74,70.0,no,yes,2.0,3.0,Sometimes,no,2.0,no,1.0,1.0,Sometimes,Public_Transportation,Normal_Weight
Female,19.037552705057887,1.6007510541011578,45.0,no,no,3.0,3.0,no,no,2.9248945898842225,yes,1.9624472949421112,0.0,no,Walking,Insufficient_Weight
Male,26.0,1.7493063869912484,80.0,yes,yes,2.9306386991248345,1.138722601750331,Frequently,yes,2.0,yes,2.0,0.0,Sometimes,Public_Transportation,Overweight_Level_I
Female,22.02751047453538,1.7642778500434464,142.29023263166775,yes,no,3.0,3.0,Sometimes,no,2.5034388093169224,no,0.9931223813661554,0.4965611906830777,no,Bike,Obesity_Type_III
Male,18.454383210684064,1.7545438321068407,79.54561678931593,yes,yes,2.0,3.0,Always,no,2.454383210684065,no,0.454383210684065,0.90876642136813,Frequently,Public_Transportation,Overweight_Level_I
